character,section,move,startup,total_frames,landing_lag,notes,damage,shield_lag,shield_stun,hitbox_type,advantage_on_shield,active_frames,end_lag
Sora,Special Attacks,Spot Dodge,,20/25,--,Intangible on frame 3-17,,,,,,,
Sora,Special Attacks,Forward Roll,,29,--,Intangible on frame 4-15,,,,,,,
Sora,Special Attacks,Backward Roll,,34,--,Intangible on frame 5-16,,,,,,,
Sora,Special Attacks,Neutral Air Dodge,,54,**,Intangible on frame 3-30,,,,,,,
Sora,Special Attacks,"Air Dodge, Down",,74,**,Intangible on frame 3-21,,,,,,,
Sora,Special Attacks,"Air Dodge, Diagonally Down",,83,**,Intangible on frame 3-21,,,,,,,
Sora,Special Attacks,"Air Dodge, Left/Right",,92,**,Intangible on frame 3-21,,,,,,,
Sora,Special Attacks,"Air Dodge, Diagonally Up",,111,**,Intangible on frame 3-21,,,,,,,
Sora,Special Attacks,"Air Dodge, Up",,119,**,Intangible on frame 3-21,,,,,,,
Sora,Special Attacks,Stats,,,,,,,,,,,
Sora,Special Attacks,Ledge Grab,,,,,,,,,,,
Sora,Special Attacks,Ledge Hang,,,,,,,,,,,
Sora,Special Attacks,Ledge Roll,,,,,,,,,,,
Sora,Special Attacks,Getup Attacks,,,,,,,,,,,
Sora,Grabs / Throws,Grab,7,35,--,--,--,,,,,7—8,27
Sora,Grabs / Throws,Dash Grab,10,41,--,--,--,,,,,10—11,30
Sora,Grabs / Throws,Pivot Grab,11,37,--,--,--,,,,,11—12,25
Sora,Grabs / Throws,Pummel,1,18,Total frames includes 13 frames of hitlag.,--,1.3,,,,,,
Sora,Grabs / Throws,Forward Throw,15/16,41,--,Hitbox/Throw,5.0/3.0,,,,,,
Sora,Grabs / Throws,Backward Throw,11,57,--,Collateral hitbox on frames 11—31.,11.8,,,,,,
Sora,Grabs / Throws,Up Throw,13,37,--,--,6.8,,,,,,
Sora,Grabs / Throws,Down Throw,19,39,--,--,4.6,,,,,,
Sora,Grabs / Throws,Spot Dodge,,20/25,--,Intangible on frame 3-17,,,,,,,
Sora,Grabs / Throws,Forward Roll,,29,--,Intangible on frame 4-15,,,,,,,
Sora,Grabs / Throws,Backward Roll,,34,--,Intangible on frame 5-16,,,,,,,
Sora,Grabs / Throws,Neutral Air Dodge,,54,**,Intangible on frame 3-30,,,,,,,
Sora,Grabs / Throws,"Air Dodge, Down",,74,**,Intangible on frame 3-21,,,,,,,
Sora,Grabs / Throws,"Air Dodge, Diagonally Down",,83,**,Intangible on frame 3-21,,,,,,,
Sora,Grabs / Throws,"Air Dodge, Left/Right",,92,**,Intangible on frame 3-21,,,,,,,
Sora,Grabs / Throws,"Air Dodge, Diagonally Up",,111,**,Intangible on frame 3-21,,,,,,,
Sora,Grabs / Throws,"Air Dodge, Up",,119,**,Intangible on frame 3-21,,,,,,,
Sora,Grabs / Throws,Stats,,,,,,,,,,,
Sora,Grabs / Throws,Ledge Grab,,,,,,,,,,,
Sora,Grabs / Throws,Ledge Hang,,,,,,,,,,,
Sora,Grabs / Throws,Ledge Roll,,,,,,,,,,,
Sora,Grabs / Throws,Getup Attacks,,,,,,,,,,,
Sora,Dodges / Rolls,Spot Dodge,,20/25,--,Intangible on frame 3-17,,,,,,,
Sora,Dodges / Rolls,Forward Roll,,29,--,Intangible on frame 4-15,,,,,,,
Sora,Dodges / Rolls,Backward Roll,,34,--,Intangible on frame 5-16,,,,,,,
Sora,Dodges / Rolls,Neutral Air Dodge,,54,**,Intangible on frame 3-30,,,,,,,
Sora,Dodges / Rolls,"Air Dodge, Down",,74,**,Intangible on frame 3-21,,,,,,,
Sora,Dodges / Rolls,"Air Dodge, Diagonally Down",,83,**,Intangible on frame 3-21,,,,,,,
Sora,Dodges / Rolls,"Air Dodge, Left/Right",,92,**,Intangible on frame 3-21,,,,,,,
Sora,Dodges / Rolls,"Air Dodge, Diagonally Up",,111,**,Intangible on frame 3-21,,,,,,,
Sora,Dodges / Rolls,"Air Dodge, Up",,119,**,Intangible on frame 3-21,,,,,,,
Sora,Dodges / Rolls,Stats,,,,,,,,,,,
Sora,Dodges / Rolls,Ledge Grab,,,,,,,,,,,
Sora,Dodges / Rolls,Ledge Hang,,,,,,,,,,,
Sora,Dodges / Rolls,Ledge Roll,,,,,,,,,,,
Sora,Dodges / Rolls,Getup Attacks,,,,,,,,,,,
Sora,Misc Info,Stats,,,,,,,,,,,
Sora,Misc Info,Ledge Grab,,,,,,,,,,,
Sora,Misc Info,Ledge Hang,,,,,,,,,,,
Sora,Misc Info,Ledge Roll,,,,,,,,,,,
Sora,Misc Info,Getup Attacks,,,,,,,,,,,
