character,section,move,startup,total_frames,landing_lag,damage,advantage_on_shield,active_frames,notes,shield_lag,shield_stun,hitbox_type,end_lag,misc_raw,oos_options
Chrom,Ground Attacks,"Double-Edge Dance, Hit 3 Neutral",4,43,--,3.8,-34,4—6,Can transition to next slash as early as frame 7.,5,5,--,37,,
Chrom,Ground Attacks,"Double-Edge Dance, Hit 4 Neutral",7,58,--,5.2,-45,7—9,--,9,6,--,49,,
Chrom,Ground Attacks,"Double-Edge Dance, Hit 2 Up",4,38,--,2.8,-30,4—6,Can transition to next slash as early as frame 8.,5,4,--,32,,
Chrom,Ground Attacks,"Double-Edge Dance, Hit 3 Up",5,43,--,3.8,-33,5—7,Can transition to next slash as early as frame 8.,5,5,--,36,,
Chrom,Ground Attacks,"Double-Edge Dance, Hit 4 Up",6,44,--,6.4,-31,6—10,--,8,7,--,34,,
Chrom,Ground Attacks,"Double-Edge Dance, Hit 3 Down",5,43,--,3.8,-34,5—7,Can transition to next slash as early as frame 8,5,5,--,36,,
Chrom,Ground Attacks,"Double-Edge Dance, Hit 4 Down",7/10/13/16/19,71,--,2.0/4.2,-47,7/10/13/16/19—21,--,4/8,-/5,multi/final,50,,
Chrom,Ground Attacks,Up B (Soaring Slash),10/39/53/**,--,36,6.0/1.5/6.0/6.0,-29,10—11/39—47(rehit: 7) / 54—**/1—4,"Landing hit on frame 1, Super armor on frame 10-30. Ending just before he ascends",10/4/6/7,6/3/6/6,First/multi/falling/landing,--,,
Chrom,Ground Attacks,Down B (Counter),8 (Start of Counter),67,--,--,--,--,Invulnerable on frames 7-9. Counters on 8-29 from 8-27.,--,--,--,--,,
Chrom,Ground Attacks,"Counter, Attack",4,40,--,--,--,4—5,Invulnerable on frame 1-5. In addition to counter freeze frames,--,--,--,35,,
Chrom,Ground Attacks,Grab,7,36,--,--,,7—8,--,,,,28,,
Chrom,Ground Attacks,Dash Grab,10,44,--,--,,10—11,--,,,,33,,
Chrom,Ground Attacks,Pivot Grab,11,39,--,--,,11—12,--,,,,27,,
Chrom,Ground Attacks,Pummel,1,19,--,1.3,,,Total frames includes 13 frames of hitlag,,,,,,
Chrom,Ground Attacks,Forward Throw,15,31,--,5.0,,,--,,,,,,
Chrom,Ground Attacks,Backward Throw,8,44,--,5.0,,,--,,,,,,
Chrom,Ground Attacks,Up Throw,13,44,--,6.0,,,--,,,,,,
Chrom,Ground Attacks,Down Throw,16,41,--,5.0,,,--,,,,,,
Chrom,Ground Attacks,Spot Dodge,,20/25,--,,,,Intangible on frame 3-17,,,,,,
Chrom,Ground Attacks,Forward Roll,,29,--,,,,Intangible on frame 4-15,,,,,,
Chrom,Ground Attacks,Backward Roll,,34,--,,,,Intangible on frame 5-16,,,,,,
Chrom,Ground Attacks,Neutral Air Dodge,,44,10,,,,Intangible on frame 3-29,,,,,,
Chrom,Ground Attacks,"Air Dodge, Down",,62,11-19,,,,Intangible on frame 3-21,,,,,,
Chrom,Ground Attacks,"Air Dodge, Diagonally Down",,68,11-19,,,,Intangible on frame 3-21,,,,,,
Chrom,Ground Attacks,"Air Dodge, Left/Right",,74,11-19,,,,Intangible on frame 3-21,,,,,,
Chrom,Ground Attacks,"Air Dodge, Diagonally Up",,87,11-19,,,,Intangible on frame 3-21,,,,,,
Chrom,Ground Attacks,"Air Dodge, Up",,97,11-19,,,,Intangible on frame 3-21,,,,,,
Chrom,Ground Attacks,Stats,,,,,,,,,,,,,
Chrom,Ground Attacks,Ledge Grab,,,,,,,,,,,,,
Chrom,Ground Attacks,Ledge Hang,,,,,,,,,,,,,
Chrom,Ground Attacks,Ledge Roll,,,,,,,,,,,,,
Chrom,Ground Attacks,Getup Attacks,,,,,,,,,,,,,
Chrom,Aerial Attacks,Neutral Air,6/15,45,9,4.7/6.6,-6/-6,6—7/15—21,Autocancels on frame 47 onward,6/6,3/3,--,24,,
Chrom,Aerial Attacks,Forward Air,10,29,8,9.0,-4,10—12,Autocancels on frame 31 onward,7,4,--,17,,
Chrom,Aerial Attacks,Back Air,8,35,10,10.9,-6,8—10,Autocancels on frame 1-2 and 32 onward. Turns the character around.,10,4,--,25,,
Chrom,Aerial Attacks,Up Air,5,41,8,7.6,-4,5—12,Autocancels on frame 1-2 and 38 onward,7,4,--,29,,
Chrom,Aerial Attacks,Down Air,16,51,14,14.2/11.875,-9/-9,16—17,Autocancels on frame 1-2 and 52 onward,12,5,Sweet/Sour,34,,
Chrom,Aerial Attacks,Neutral B (Flare Blade),21-260,44-283,--,8.0—50.0,-15—Shieldbreak,Normal: 21—24 (or 10—14 from release) || Max: 21—25,Startup is 10 from release. 11 frames to enter charge state.,7—21,8—...,--,19,,
Chrom,Aerial Attacks,"Side B, Hit 1 (Double-Edge Dance, Hit 1)",9,39/29,--,2.8,-26/-16(air),9—11,Second total frames is from the air. Can transition to next slash as early as frame 12.,5,4,--,28,,
Chrom,Aerial Attacks,"Double-Edge Dance, Hit 2 Neutral",5,38,--,2.8,-29,5—7,Can transition to next slash as early as frame 8.,5,4,--,31,,
Chrom,Aerial Attacks,"Double-Edge Dance, Hit 3 Neutral",4,43,--,3.8,-34,4—6,Can transition to next slash as early as frame 7.,5,5,--,37,,
Chrom,Aerial Attacks,"Double-Edge Dance, Hit 4 Neutral",7,58,--,5.2,-45,7—9,--,9,6,--,49,,
Chrom,Aerial Attacks,"Double-Edge Dance, Hit 2 Up",4,38,--,2.8,-30,4—6,Can transition to next slash as early as frame 8.,5,4,--,32,,
Chrom,Aerial Attacks,"Double-Edge Dance, Hit 3 Up",5,43,--,3.8,-33,5—7,Can transition to next slash as early as frame 8.,5,5,--,36,,
Chrom,Aerial Attacks,"Double-Edge Dance, Hit 4 Up",6,44,--,6.4,-31,6—10,--,8,7,--,34,,
Chrom,Aerial Attacks,"Double-Edge Dance, Hit 3 Down",5,43,--,3.8,-34,5—7,Can transition to next slash as early as frame 8,5,5,--,36,,
Chrom,Aerial Attacks,"Double-Edge Dance, Hit 4 Down",7/10/13/16/19,71,--,2.0/4.2,-47,7/10/13/16/19—21,--,4/8,-/5,multi/final,50,,
Chrom,Aerial Attacks,Up B (Soaring Slash),10/39/53/**,--,36,6.0/1.5/6.0/6.0,-29,10—11/39—47(rehit: 7) / 54—**/1—4,"Landing hit on frame 1, Super armor on frame 10-30. Ending just before he ascends",10/4/6/7,6/3/6/6,First/multi/falling/landing,--,,
Chrom,Aerial Attacks,Down B (Counter),8 (Start of Counter),67,--,--,--,--,Invulnerable on frames 7-9. Counters on 8-29 from 8-27.,--,--,--,--,,
Chrom,Aerial Attacks,"Counter, Attack",4,40,--,--,--,4—5,Invulnerable on frame 1-5. In addition to counter freeze frames,--,--,--,35,,
Chrom,Aerial Attacks,Grab,7,36,--,--,,7—8,--,,,,28,,
Chrom,Aerial Attacks,Dash Grab,10,44,--,--,,10—11,--,,,,33,,
Chrom,Aerial Attacks,Pivot Grab,11,39,--,--,,11—12,--,,,,27,,
Chrom,Aerial Attacks,Pummel,1,19,--,1.3,,,Total frames includes 13 frames of hitlag,,,,,,
Chrom,Aerial Attacks,Forward Throw,15,31,--,5.0,,,--,,,,,,
Chrom,Aerial Attacks,Backward Throw,8,44,--,5.0,,,--,,,,,,
Chrom,Aerial Attacks,Up Throw,13,44,--,6.0,,,--,,,,,,
Chrom,Aerial Attacks,Down Throw,16,41,--,5.0,,,--,,,,,,
Chrom,Aerial Attacks,Spot Dodge,,20/25,--,,,,Intangible on frame 3-17,,,,,,
Chrom,Aerial Attacks,Forward Roll,,29,--,,,,Intangible on frame 4-15,,,,,,
Chrom,Aerial Attacks,Backward Roll,,34,--,,,,Intangible on frame 5-16,,,,,,
Chrom,Aerial Attacks,Neutral Air Dodge,,44,10,,,,Intangible on frame 3-29,,,,,,
Chrom,Aerial Attacks,"Air Dodge, Down",,62,11-19,,,,Intangible on frame 3-21,,,,,,
Chrom,Aerial Attacks,"Air Dodge, Diagonally Down",,68,11-19,,,,Intangible on frame 3-21,,,,,,
Chrom,Aerial Attacks,"Air Dodge, Left/Right",,74,11-19,,,,Intangible on frame 3-21,,,,,,
Chrom,Aerial Attacks,"Air Dodge, Diagonally Up",,87,11-19,,,,Intangible on frame 3-21,,,,,,
Chrom,Aerial Attacks,"Air Dodge, Up",,97,11-19,,,,Intangible on frame 3-21,,,,,,
Chrom,Aerial Attacks,Stats,,,,,,,,,,,,,
Chrom,Aerial Attacks,Ledge Grab,,,,,,,,,,,,,
Chrom,Aerial Attacks,Ledge Hang,,,,,,,,,,,,,
Chrom,Aerial Attacks,Ledge Roll,,,,,,,,,,,,,
Chrom,Aerial Attacks,Getup Attacks,,,,,,,,,,,,,
Chrom,Special Attacks,Neutral B (Flare Blade),21-260,44-283,--,8.0—50.0,-15—Shieldbreak,Normal: 21—24 (or 10—14 from release) || Max: 21—25,Startup is 10 from release. 11 frames to enter charge state.,7—21,8—...,--,19,,
Chrom,Special Attacks,"Side B, Hit 1 (Double-Edge Dance, Hit 1)",9,39/29,--,2.8,-26/-16(air),9—11,Second total frames is from the air. Can transition to next slash as early as frame 12.,5,4,--,28,,
Chrom,Special Attacks,"Double-Edge Dance, Hit 2 Neutral",5,38,--,2.8,-29,5—7,Can transition to next slash as early as frame 8.,5,4,--,31,,
Chrom,Special Attacks,"Double-Edge Dance, Hit 3 Neutral",4,43,--,3.8,-34,4—6,Can transition to next slash as early as frame 7.,5,5,--,37,,
Chrom,Special Attacks,"Double-Edge Dance, Hit 4 Neutral",7,58,--,5.2,-45,7—9,--,9,6,--,49,,
Chrom,Special Attacks,"Double-Edge Dance, Hit 2 Up",4,38,--,2.8,-30,4—6,Can transition to next slash as early as frame 8.,5,4,--,32,,
Chrom,Special Attacks,"Double-Edge Dance, Hit 3 Up",5,43,--,3.8,-33,5—7,Can transition to next slash as early as frame 8.,5,5,--,36,,
Chrom,Special Attacks,"Double-Edge Dance, Hit 4 Up",6,44,--,6.4,-31,6—10,--,8,7,--,34,,
Chrom,Special Attacks,"Double-Edge Dance, Hit 3 Down",5,43,--,3.8,-34,5—7,Can transition to next slash as early as frame 8,5,5,--,36,,
Chrom,Special Attacks,"Double-Edge Dance, Hit 4 Down",7/10/13/16/19,71,--,2.0/4.2,-47,7/10/13/16/19—21,--,4/8,-/5,multi/final,50,,
Chrom,Special Attacks,Up B (Soaring Slash),10/39/53/**,--,36,6.0/1.5/6.0/6.0,-29,10—11/39—47(rehit: 7) / 54—**/1—4,"Landing hit on frame 1, Super armor on frame 10-30. Ending just before he ascends",10/4/6/7,6/3/6/6,First/multi/falling/landing,--,,
Chrom,Special Attacks,Down B (Counter),8 (Start of Counter),67,--,--,--,--,Invulnerable on frames 7-9. Counters on 8-29 from 8-27.,--,--,--,--,,
Chrom,Special Attacks,"Counter, Attack",4,40,--,--,--,4—5,Invulnerable on frame 1-5. In addition to counter freeze frames,--,--,--,35,,
Chrom,Special Attacks,Grab,7,36,--,--,,7—8,--,,,,28,,
Chrom,Special Attacks,Dash Grab,10,44,--,--,,10—11,--,,,,33,,
Chrom,Special Attacks,Pivot Grab,11,39,--,--,,11—12,--,,,,27,,
Chrom,Special Attacks,Pummel,1,19,--,1.3,,,Total frames includes 13 frames of hitlag,,,,,,
Chrom,Special Attacks,Forward Throw,15,31,--,5.0,,,--,,,,,,
Chrom,Special Attacks,Backward Throw,8,44,--,5.0,,,--,,,,,,
Chrom,Special Attacks,Up Throw,13,44,--,6.0,,,--,,,,,,
Chrom,Special Attacks,Down Throw,16,41,--,5.0,,,--,,,,,,
Chrom,Special Attacks,Spot Dodge,,20/25,--,,,,Intangible on frame 3-17,,,,,,
Chrom,Special Attacks,Forward Roll,,29,--,,,,Intangible on frame 4-15,,,,,,
Chrom,Special Attacks,Backward Roll,,34,--,,,,Intangible on frame 5-16,,,,,,
Chrom,Special Attacks,Neutral Air Dodge,,44,10,,,,Intangible on frame 3-29,,,,,,
Chrom,Special Attacks,"Air Dodge, Down",,62,11-19,,,,Intangible on frame 3-21,,,,,,
Chrom,Special Attacks,"Air Dodge, Diagonally Down",,68,11-19,,,,Intangible on frame 3-21,,,,,,
Chrom,Special Attacks,"Air Dodge, Left/Right",,74,11-19,,,,Intangible on frame 3-21,,,,,,
Chrom,Special Attacks,"Air Dodge, Diagonally Up",,87,11-19,,,,Intangible on frame 3-21,,,,,,
Chrom,Special Attacks,"Air Dodge, Up",,97,11-19,,,,Intangible on frame 3-21,,,,,,
Chrom,Special Attacks,Stats,,,,,,,,,,,,,
Chrom,Special Attacks,Ledge Grab,,,,,,,,,,,,,
Chrom,Special Attacks,Ledge Hang,,,,,,,,,,,,,
Chrom,Special Attacks,Ledge Roll,,,,,,,,,,,,,
Chrom,Special Attacks,Getup Attacks,,,,,,,,,,,,,
Chrom,Grabs / Throws,Grab,7,36,--,--,,7—8,--,,,,28,,
Chrom,Grabs / Throws,Dash Grab,10,44,--,--,,10—11,--,,,,33,,
Chrom,Grabs / Throws,Pivot Grab,11,39,--,--,,11—12,--,,,,27,,
Chrom,Grabs / Throws,Pummel,1,19,--,1.3,,,Total frames includes 13 frames of hitlag,,,,,,
Chrom,Grabs / Throws,Forward Throw,15,31,--,5.0,,,--,,,,,,
Chrom,Grabs / Throws,Backward Throw,8,44,--,5.0,,,--,,,,,,
Chrom,Grabs / Throws,Up Throw,13,44,--,6.0,,,--,,,,,,
Chrom,Grabs / Throws,Down Throw,16,41,--,5.0,,,--,,,,,,
Chrom,Grabs / Throws,Spot Dodge,,20/25,--,,,,Intangible on frame 3-17,,,,,,
Chrom,Grabs / Throws,Forward Roll,,29,--,,,,Intangible on frame 4-15,,,,,,
Chrom,Grabs / Throws,Backward Roll,,34,--,,,,Intangible on frame 5-16,,,,,,
Chrom,Grabs / Throws,Neutral Air Dodge,,44,10,,,,Intangible on frame 3-29,,,,,,
Chrom,Grabs / Throws,"Air Dodge, Down",,62,11-19,,,,Intangible on frame 3-21,,,,,,
Chrom,Grabs / Throws,"Air Dodge, Diagonally Down",,68,11-19,,,,Intangible on frame 3-21,,,,,,
Chrom,Grabs / Throws,"Air Dodge, Left/Right",,74,11-19,,,,Intangible on frame 3-21,,,,,,
Chrom,Grabs / Throws,"Air Dodge, Diagonally Up",,87,11-19,,,,Intangible on frame 3-21,,,,,,
Chrom,Grabs / Throws,"Air Dodge, Up",,97,11-19,,,,Intangible on frame 3-21,,,,,,
Chrom,Grabs / Throws,Stats,,,,,,,,,,,,,
Chrom,Grabs / Throws,Ledge Grab,,,,,,,,,,,,,
Chrom,Grabs / Throws,Ledge Hang,,,,,,,,,,,,,
Chrom,Grabs / Throws,Ledge Roll,,,,,,,,,,,,,
Chrom,Grabs / Throws,Getup Attacks,,,,,,,,,,,,,
Chrom,Dodges / Rolls,Spot Dodge,,20/25,--,,,,Intangible on frame 3-17,,,,,,
Chrom,Dodges / Rolls,Forward Roll,,29,--,,,,Intangible on frame 4-15,,,,,,
Chrom,Dodges / Rolls,Backward Roll,,34,--,,,,Intangible on frame 5-16,,,,,,
Chrom,Dodges / Rolls,Neutral Air Dodge,,44,10,,,,Intangible on frame 3-29,,,,,,
Chrom,Dodges / Rolls,"Air Dodge, Down",,62,11-19,,,,Intangible on frame 3-21,,,,,,
Chrom,Dodges / Rolls,"Air Dodge, Diagonally Down",,68,11-19,,,,Intangible on frame 3-21,,,,,,
Chrom,Dodges / Rolls,"Air Dodge, Left/Right",,74,11-19,,,,Intangible on frame 3-21,,,,,,
Chrom,Dodges / Rolls,"Air Dodge, Diagonally Up",,87,11-19,,,,Intangible on frame 3-21,,,,,,
Chrom,Dodges / Rolls,"Air Dodge, Up",,97,11-19,,,,Intangible on frame 3-21,,,,,,
Chrom,Dodges / Rolls,Stats,,,,,,,,,,,,,
Chrom,Dodges / Rolls,Ledge Grab,,,,,,,,,,,,,
Chrom,Dodges / Rolls,Ledge Hang,,,,,,,,,,,,,
Chrom,Dodges / Rolls,Ledge Roll,,,,,,,,,,,,,
Chrom,Dodges / Rolls,Getup Attacks,,,,,,,,,,,,,
Chrom,Misc Info,Stats,,,,,,,,,,,,"Stats Weight — 95 Gravity — 0.114 Walk Speed — 1.208 Run Speed — 2.145 Initial Dash — 2.2 Air Speed — 1.302 Total Air Acceleration — 0.05 SH / FH / SHFF / FHFF Frames — 30 / 44 / 20 / 31 Fall Speed / Fast Fall Speed — 1.8 / 2.88 Out of Shield, Up Air — 8 frames Out of Shield, Neutral Air — 9 frames Out of Shield, Up B — 10 frames Shield Grab (Grab, post-Shieldstun) — 11 frames Shield Drop — 11 frames (universal) Jump Squat (pre-Jump frames) — 3 frames (universal)","[('Up Air', '8'), ('Neutral Air', '9'), ('Up B', '10')]"
Chrom,Misc Info,Ledge Grab,,,,,,,,,,,,Ledge Grab Normal,
Chrom,Misc Info,Ledge Hang,,,,,,,,,,,,Ledge Hang ,
Chrom,Misc Info,Ledge Roll,,,,,,,,,,,,Ledge Roll ,
Chrom,Misc Info,Getup Attacks,,,,,,,,,,,,Getup Attacks Facing UpFacing DownTripLedge,
